,country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
12637,Brazil,BR,2022-05-01 00:00:00+00:00,TV,8,Bridgerton,Bridgerton: Season 2,6
12638,Brazil,BR,2022-05-01 00:00:00+00:00,TV,9,Heartstopper,Heartstopper: Season 1,1
12639,Brazil,BR,2022-05-01 00:00:00+00:00,TV,10,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,16
12640,Brazil,BR,2022-04-24 00:00:00+00:00,Films,1,Yakuza Princess,N/A,1
12641,Brazil,BR,2022-04-24 00:00:00+00:00,Films,2,The In Between,N/A,3
12642,Brazil,BR,2022-04-24 00:00:00+00:00,Films,3,The Taming of the Shrewd,N/A,2
12643,Brazil,BR,2022-04-24 00:00:00+00:00,Films,4,Playing with Fire,N/A,1
12644,Brazil,BR,2022-04-24 00:00:00+00:00,Films,5,Man of God,N/A,1
12645,Brazil,BR,2022-04-24 00:00:00+00:00,Films,6,The Intruder,N/A,1
12646,Brazil,BR,2022-04-24 00:00:00+00:00,Films,7,Choose or Die,N/A,2
12647,Brazil,BR,2022-04-24 00:00:00+00:00,Films,8,A Score to Settle,N/A,2
12648,Brazil,BR,2022-04-24 00:00:00+00:00,Films,9,Brightburn,N/A,2
12649,Brazil,BR,2022-04-24 00:00:00+00:00,Films,10,Never Grow Old,N/A,1
12650,Brazil,BR,2022-04-24 00:00:00+00:00,TV,1,The Marked Heart,The Marked Heart: Season 1,1
12651,Brazil,BR,2022-04-24 00:00:00+00:00,TV,2,Smother-in-Law,Smother-in-Law: Season 1,2
12652,Brazil,BR,2022-04-24 00:00:00+00:00,TV,3,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series,2
12653,Brazil,BR,2022-04-24 00:00:00+00:00,TV,4,Bridgerton,Bridgerton: Season 2,5
12654,Brazil,BR,2022-04-24 00:00:00+00:00,TV,5,Elite,Elite: Season 5,3
12655,Brazil,BR,2022-04-24 00:00:00+00:00,TV,6,Yakamoz S-245,Yakamoz S-245: Season 1,1
12656,Brazil,BR,2022-04-24 00:00:00+00:00,TV,7,Chiquititas,N/A,35
12657,Brazil,BR,2022-04-24 00:00:00+00:00,TV,8,Carinha de Anjo,Carinha de Anjo: Season 1,29
12658,Brazil,BR,2022-04-24 00:00:00+00:00,TV,9,Heirs to the Land,Heirs to the Land: Season 1,2
12659,Brazil,BR,2022-04-24 00:00:00+00:00,TV,10,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,32
12660,Brazil,BR,2022-04-17 00:00:00+00:00,Films,1,The In Between,N/A,2
12661,Brazil,BR,2022-04-17 00:00:00+00:00,Films,2,A Score to Settle,N/A,1
12662,Brazil,BR,2022-04-17 00:00:00+00:00,Films,3,The Taming of the Shrewd,N/A,1
12663,Brazil,BR,2022-04-17 00:00:00+00:00,Films,4,Furioza,N/A,2
12664,Brazil,BR,2022-04-17 00:00:00+00:00,Films,5,Yaksha: Ruthless Operations,N/A,2
12665,Brazil,BR,2022-04-17 00:00:00+00:00,Films,6,Choose or Die,N/A,1
12666,Brazil,BR,2022-04-17 00:00:00+00:00,Films,7,A Dog's Way Home,N/A,1
12667,Brazil,BR,2022-04-17 00:00:00+00:00,Films,8,Brightburn,N/A,1
12668,Brazil,BR,2022-04-17 00:00:00+00:00,Films,9,Charlotte's Web,N/A,2
12669,Brazil,BR,2022-04-17 00:00:00+00:00,Films,10,Metal Lords,N/A,1
12670,Brazil,BR,2022-04-17 00:00:00+00:00,TV,1,Elite,Elite: Season 5,2
12671,Brazil,BR,2022-04-17 00:00:00+00:00,TV,2,Smother-in-Law,Smother-in-Law: Season 1,1
12672,Brazil,BR,2022-04-17 00:00:00+00:00,TV,3,Bridgerton,Bridgerton: Season 2,4
12673,Brazil,BR,2022-04-17 00:00:00+00:00,TV,4,Anatomy of a Scandal,Anatomy of a Scandal: Limited Series,1
12674,Brazil,BR,2022-04-17 00:00:00+00:00,TV,5,Carinha de Anjo,Carinha de Anjo: Season 1,28
12675,Brazil,BR,2022-04-17 00:00:00+00:00,TV,6,Chiquititas,N/A,34
12676,Brazil,BR,2022-04-17 00:00:00+00:00,TV,7,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,15
12677,Brazil,BR,2022-04-17 00:00:00+00:00,TV,8,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,31
12678,Brazil,BR,2022-04-17 00:00:00+00:00,TV,9,For Life,For Life: Season 2,3
12679,Brazil,BR,2022-04-17 00:00:00+00:00,TV,10,Heirs to the Land,Heirs to the Land: Season 1,1
12680,Brazil,BR,2022-04-10 00:00:00+00:00,Films,1,Furioza,N/A,1
12681,Brazil,BR,2022-04-10 00:00:00+00:00,Films,2,The In Between,N/A,1
12682,Brazil,BR,2022-04-10 00:00:00+00:00,Films,3,All Hail,N/A,2
12683,Brazil,BR,2022-04-10 00:00:00+00:00,Films,4,Enough,N/A,1
12684,Brazil,BR,2022-04-10 00:00:00+00:00,Films,5,Downsizing,N/A,2
12685,Brazil,BR,2022-04-10 00:00:00+00:00,Films,6,Yaksha: Ruthless Operations,N/A,1
12686,Brazil,BR,2022-04-10 00:00:00+00:00,Films,7,Captain Nova,N/A,2
12687,Brazil,BR,2022-04-10 00:00:00+00:00,Films,8,Enforcement,N/A,1
12688,Brazil,BR,2022-04-10 00:00:00+00:00,Films,9,Charlotte's Web,N/A,1
12689,Brazil,BR,2022-04-10 00:00:00+00:00,Films,10,Man of Tai Chi,N/A,1
12690,Brazil,BR,2022-04-10 00:00:00+00:00,TV,1,Bridgerton,Bridgerton: Season 2,3
12691,Brazil,BR,2022-04-10 00:00:00+00:00,TV,2,Elite,Elite: Season 5,1
12692,Brazil,BR,2022-04-10 00:00:00+00:00,TV,3,For Life,For Life: Season 2,2
12693,Brazil,BR,2022-04-10 00:00:00+00:00,TV,4,Carinha de Anjo,Carinha de Anjo: Season 1,27
12694,Brazil,BR,2022-04-10 00:00:00+00:00,TV,5,Bridgerton,Bridgerton: Season 1,3
12695,Brazil,BR,2022-04-10 00:00:00+00:00,TV,6,Chiquititas,N/A,33
12696,Brazil,BR,2022-04-10 00:00:00+00:00,TV,7,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,14
12697,Brazil,BR,2022-04-10 00:00:00+00:00,TV,8,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,30
12698,Brazil,BR,2022-04-10 00:00:00+00:00,TV,9,For Life,For Life: Season 1,6
12699,Brazil,BR,2022-04-10 00:00:00+00:00,TV,10,Super PupZ,Super PupZ: Season 1,1
12700,Brazil,BR,2022-04-03 00:00:00+00:00,Films,1,All Hail,N/A,1
12701,Brazil,BR,2022-04-03 00:00:00+00:00,Films,2,Gemini Man,N/A,3
12702,Brazil,BR,2022-04-03 00:00:00+00:00,Films,3,In Good Hands,N/A,2
12703,Brazil,BR,2022-04-03 00:00:00+00:00,Films,4,Escape Room,N/A,1
12704,Brazil,BR,2022-04-03 00:00:00+00:00,Films,5,Downsizing,N/A,1
12705,Brazil,BR,2022-04-03 00:00:00+00:00,Films,6,Black Crab,N/A,3
12706,Brazil,BR,2022-04-03 00:00:00+00:00,Films,7,The Adam Project,N/A,4
12707,Brazil,BR,2022-04-03 00:00:00+00:00,Films,8,Captain Nova,N/A,1
12708,Brazil,BR,2022-04-03 00:00:00+00:00,Films,9,John Wick: Chapter 2,N/A,3
12709,Brazil,BR,2022-04-03 00:00:00+00:00,Films,10,6 Underground,N/A,1
12710,Brazil,BR,2022-04-03 00:00:00+00:00,TV,1,Bridgerton,Bridgerton: Season 2,2
12711,Brazil,BR,2022-04-03 00:00:00+00:00,TV,2,Bridgerton,Bridgerton: Season 1,2
12712,Brazil,BR,2022-04-03 00:00:00+00:00,TV,3,Carinha de Anjo,Carinha de Anjo: Season 1,26
12713,Brazil,BR,2022-04-03 00:00:00+00:00,TV,4,For Life,For Life: Season 2,1
12714,Brazil,BR,2022-04-03 00:00:00+00:00,TV,5,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,13
12715,Brazil,BR,2022-04-03 00:00:00+00:00,TV,6,Chiquititas,N/A,32
12716,Brazil,BR,2022-04-03 00:00:00+00:00,TV,7,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,29
12717,Brazil,BR,2022-04-03 00:00:00+00:00,TV,8,For Life,For Life: Season 1,5
12718,Brazil,BR,2022-04-03 00:00:00+00:00,TV,9,The Last Kingdom,The Last Kingdom: Season 5,4
12719,Brazil,BR,2022-04-03 00:00:00+00:00,TV,10,PAW Patrol,PAW Patrol: Season 6,10
12720,Brazil,BR,2022-03-27 00:00:00+00:00,Films,1,Black Crab,N/A,2
12721,Brazil,BR,2022-03-27 00:00:00+00:00,Films,2,Gemini Man,N/A,2
12722,Brazil,BR,2022-03-27 00:00:00+00:00,Films,3,In Good Hands,N/A,1
12723,Brazil,BR,2022-03-27 00:00:00+00:00,Films,4,John Wick: Chapter 2,N/A,2
12724,Brazil,BR,2022-03-27 00:00:00+00:00,Films,5,Without Saying Goodbye,N/A,2
12725,Brazil,BR,2022-03-27 00:00:00+00:00,Films,6,The Dead Don't Die,N/A,1
12726,Brazil,BR,2022-03-27 00:00:00+00:00,Films,7,The Adam Project,N/A,3
12727,Brazil,BR,2022-03-27 00:00:00+00:00,Films,8,Rescued by Ruby,N/A,2
12728,Brazil,BR,2022-03-27 00:00:00+00:00,Films,9,Windfall,N/A,1
12729,Brazil,BR,2022-03-27 00:00:00+00:00,Films,10,Barbie Big City Big Dreams,N/A,1
12730,Brazil,BR,2022-03-27 00:00:00+00:00,TV,1,Bridgerton,Bridgerton: Season 2,1
12731,Brazil,BR,2022-03-27 00:00:00+00:00,TV,2,Carinha de Anjo,Carinha de Anjo: Season 1,25
12732,Brazil,BR,2022-03-27 00:00:00+00:00,TV,3,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,12
12733,Brazil,BR,2022-03-27 00:00:00+00:00,TV,4,Bridgerton,Bridgerton: Season 1,1
12734,Brazil,BR,2022-03-27 00:00:00+00:00,TV,5,The Last Kingdom,The Last Kingdom: Season 5,3
12735,Brazil,BR,2022-03-27 00:00:00+00:00,TV,6,Chiquititas,N/A,31
12736,Brazil,BR,2022-03-27 00:00:00+00:00,TV,7,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,28
12737,Brazil,BR,2022-03-27 00:00:00+00:00,TV,8,Is It Cake?,Is It Cake?: Season 1,1
12738,Brazil,BR,2022-03-27 00:00:00+00:00,TV,9,The Great Robbery of Brazil's Central Bank,The Great Robbery of Brazil's Central Bank: Season 1,2
12739,Brazil,BR,2022-03-27 00:00:00+00:00,TV,10,Heartland,Heartland: Season 15,1
12740,Brazil,BR,2022-03-20 00:00:00+00:00,Films,1,The Adam Project,N/A,2
12741,Brazil,BR,2022-03-20 00:00:00+00:00,Films,2,Black Crab,N/A,1
12742,Brazil,BR,2022-03-20 00:00:00+00:00,Films,3,Gemini Man,N/A,1
12743,Brazil,BR,2022-03-20 00:00:00+00:00,Films,4,Without Saying Goodbye,N/A,1
12744,Brazil,BR,2022-03-20 00:00:00+00:00,Films,5,Rescued by Ruby,N/A,1
12745,Brazil,BR,2022-03-20 00:00:00+00:00,Films,6,John Wick: Chapter 2,N/A,1
12746,Brazil,BR,2022-03-20 00:00:00+00:00,Films,7,The Bombardment,N/A,2
12747,Brazil,BR,2022-03-20 00:00:00+00:00,Films,8,One Piece Film: Strong World,N/A,1
12748,Brazil,BR,2022-03-20 00:00:00+00:00,Films,9,How to Become the Worst Student at School,N/A,1
12749,Brazil,BR,2022-03-20 00:00:00+00:00,Films,10,Spider-Man: Into the Spider-Verse,N/A,4
12750,Brazil,BR,2022-03-20 00:00:00+00:00,TV,1,Taboo,Taboo: Season 1,1
12751,Brazil,BR,2022-03-20 00:00:00+00:00,TV,2,The Last Kingdom,The Last Kingdom: Season 5,2
12752,Brazil,BR,2022-03-20 00:00:00+00:00,TV,3,The Great Robbery of Brazil's Central Bank,The Great Robbery of Brazil's Central Bank: Season 1,1
12753,Brazil,BR,2022-03-20 00:00:00+00:00,TV,4,Carinha de Anjo,Carinha de Anjo: Season 1,24
12754,Brazil,BR,2022-03-20 00:00:00+00:00,TV,5,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,11
12755,Brazil,BR,2022-03-20 00:00:00+00:00,TV,6,PIECES OF HER,PIECES OF HER: Season 1,3
12756,Brazil,BR,2022-03-20 00:00:00+00:00,TV,7,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,27
12757,Brazil,BR,2022-03-20 00:00:00+00:00,TV,8,Chiquititas,N/A,30
12758,Brazil,BR,2022-03-20 00:00:00+00:00,TV,9,Inventing Anna,Inventing Anna: Limited Series,6
12759,Brazil,BR,2022-03-20 00:00:00+00:00,TV,10,Café con aroma de mujer,Café con aroma de mujer: Season 1,10
12760,Brazil,BR,2022-03-13 00:00:00+00:00,Films,1,The Adam Project,N/A,1
12761,Brazil,BR,2022-03-13 00:00:00+00:00,Films,2,The Bombardment,N/A,1
12762,Brazil,BR,2022-03-13 00:00:00+00:00,Films,3,The Weekend Away,N/A,2
12763,Brazil,BR,2022-03-13 00:00:00+00:00,Films,4,The Pirates: The Last Royal Treasure,N/A,2
12764,Brazil,BR,2022-03-13 00:00:00+00:00,Films,5,Spider-Man: Into the Spider-Verse,N/A,3
12765,Brazil,BR,2022-03-13 00:00:00+00:00,Films,6,Against The Ice,N/A,2
12766,Brazil,BR,2022-03-13 00:00:00+00:00,Films,7,Trust,N/A,1
12767,Brazil,BR,2022-03-13 00:00:00+00:00,Films,8,Restless,N/A,3
12768,Brazil,BR,2022-03-13 00:00:00+00:00,Films,9,Spider-Man 3,N/A,2
12769,Brazil,BR,2022-03-13 00:00:00+00:00,Films,10,Crô em Família,N/A,1
12770,Brazil,BR,2022-03-13 00:00:00+00:00,TV,1,PIECES OF HER,PIECES OF HER: Season 1,2
12771,Brazil,BR,2022-03-13 00:00:00+00:00,TV,2,The Last Kingdom,The Last Kingdom: Season 5,1
12772,Brazil,BR,2022-03-13 00:00:00+00:00,TV,3,Carinha de Anjo,Carinha de Anjo: Season 1,23
12773,Brazil,BR,2022-03-13 00:00:00+00:00,TV,4,Vikings: Valhalla,Vikings: Valhalla: Season 1,3
12774,Brazil,BR,2022-03-13 00:00:00+00:00,TV,5,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,10
12775,Brazil,BR,2022-03-13 00:00:00+00:00,TV,6,The Flash,The Flash: Season 7,1
12776,Brazil,BR,2022-03-13 00:00:00+00:00,TV,7,Whindersson Nunes: My Own Show!,N/A,2
12777,Brazil,BR,2022-03-13 00:00:00+00:00,TV,8,Back to 15,Back to 15: Season 1,3
12778,Brazil,BR,2022-03-13 00:00:00+00:00,TV,9,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,26
12779,Brazil,BR,2022-03-13 00:00:00+00:00,TV,10,Inventing Anna,Inventing Anna: Limited Series,5
12780,Brazil,BR,2022-03-06 00:00:00+00:00,Films,1,Restless,N/A,2
12781,Brazil,BR,2022-03-06 00:00:00+00:00,Films,2,Spider-Man: Into the Spider-Verse,N/A,2
12782,Brazil,BR,2022-03-06 00:00:00+00:00,Films,3,The Weekend Away,N/A,1
12783,Brazil,BR,2022-03-06 00:00:00+00:00,Films,4,Against The Ice,N/A,1
12784,Brazil,BR,2022-03-06 00:00:00+00:00,Films,5,The Pirates: The Last Royal Treasure,N/A,1
12785,Brazil,BR,2022-03-06 00:00:00+00:00,Films,6,A Madea Homecoming,N/A,1
12786,Brazil,BR,2022-03-06 00:00:00+00:00,Films,7,Spider-Man 3,N/A,1
12787,Brazil,BR,2022-03-06 00:00:00+00:00,Films,8,The Tinder Swindler,N/A,5
12788,Brazil,BR,2022-03-06 00:00:00+00:00,Films,9,Through My Window,N/A,5
12789,Brazil,BR,2022-03-06 00:00:00+00:00,Films,10,Abominable,N/A,3
12790,Brazil,BR,2022-03-06 00:00:00+00:00,TV,1,Vikings: Valhalla,Vikings: Valhalla: Season 1,2
12791,Brazil,BR,2022-03-06 00:00:00+00:00,TV,2,Back to 15,Back to 15: Season 1,2
12792,Brazil,BR,2022-03-06 00:00:00+00:00,TV,3,Whindersson Nunes: My Own Show!,N/A,1
12793,Brazil,BR,2022-03-06 00:00:00+00:00,TV,4,Inventing Anna,Inventing Anna: Limited Series,4
12794,Brazil,BR,2022-03-06 00:00:00+00:00,TV,5,Carinha de Anjo,Carinha de Anjo: Season 1,22
12795,Brazil,BR,2022-03-06 00:00:00+00:00,TV,6,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,9
12796,Brazil,BR,2022-03-06 00:00:00+00:00,TV,7,PIECES OF HER,PIECES OF HER: Season 1,1
12797,Brazil,BR,2022-03-06 00:00:00+00:00,TV,8,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,25
12798,Brazil,BR,2022-03-06 00:00:00+00:00,TV,9,Chiquititas,N/A,29
12799,Brazil,BR,2022-03-06 00:00:00+00:00,TV,10,One of Us Is Lying,One of Us Is Lying: Season 1,3
12800,Brazil,BR,2022-02-27 00:00:00+00:00,Films,1,Restless,N/A,1
12801,Brazil,BR,2022-02-27 00:00:00+00:00,Films,2,Don't Kill Me,N/A,1
12802,Brazil,BR,2022-02-27 00:00:00+00:00,Films,3,Abominable,N/A,2
12803,Brazil,BR,2022-02-27 00:00:00+00:00,Films,4,Texas Chainsaw Massacre,N/A,2
12804,Brazil,BR,2022-02-27 00:00:00+00:00,Films,5,Spider-Man: Into the Spider-Verse,N/A,1
12805,Brazil,BR,2022-02-27 00:00:00+00:00,Films,6,Through My Window,N/A,4
12806,Brazil,BR,2022-02-27 00:00:00+00:00,Films,7,The Tinder Swindler,N/A,4
12807,Brazil,BR,2022-02-27 00:00:00+00:00,Films,8,Love Tactics,N/A,3
12808,Brazil,BR,2022-02-27 00:00:00+00:00,Films,9,Parallel Mothers,N/A,2
12809,Brazil,BR,2022-02-27 00:00:00+00:00,Films,10,Fistful of Vengeance,N/A,2
12810,Brazil,BR,2022-02-27 00:00:00+00:00,TV,1,Vikings: Valhalla,Vikings: Valhalla: Season 1,1
12811,Brazil,BR,2022-02-27 00:00:00+00:00,TV,2,Inventing Anna,Inventing Anna: Limited Series,3
12812,Brazil,BR,2022-02-27 00:00:00+00:00,TV,3,Back to 15,Back to 15: Season 1,1
12813,Brazil,BR,2022-02-27 00:00:00+00:00,TV,4,One of Us Is Lying,One of Us Is Lying: Season 1,2
12814,Brazil,BR,2022-02-27 00:00:00+00:00,TV,5,Carinha de Anjo,Carinha de Anjo: Season 1,21
12815,Brazil,BR,2022-02-27 00:00:00+00:00,TV,6,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,8
12816,Brazil,BR,2022-02-27 00:00:00+00:00,TV,7,Café con aroma de mujer,Café con aroma de mujer: Season 1,9
12817,Brazil,BR,2022-02-27 00:00:00+00:00,TV,8,All of Us Are Dead,All of Us Are Dead: Season 1,5
12818,Brazil,BR,2022-02-27 00:00:00+00:00,TV,9,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,24
12819,Brazil,BR,2022-02-27 00:00:00+00:00,TV,10,Chiquititas,N/A,28
12820,Brazil,BR,2022-02-20 00:00:00+00:00,Films,1,Texas Chainsaw Massacre,N/A,1
12821,Brazil,BR,2022-02-20 00:00:00+00:00,Films,2,Love Tactics,N/A,2
12822,Brazil,BR,2022-02-20 00:00:00+00:00,Films,3,Abominable,N/A,1
12823,Brazil,BR,2022-02-20 00:00:00+00:00,Films,4,Tall Girl 2,N/A,2
12824,Brazil,BR,2022-02-20 00:00:00+00:00,Films,5,Fistful of Vengeance,N/A,1
12825,Brazil,BR,2022-02-20 00:00:00+00:00,Films,6,Through My Window,N/A,3
12826,Brazil,BR,2022-02-20 00:00:00+00:00,Films,7,The Vanishing,N/A,1
12827,Brazil,BR,2022-02-20 00:00:00+00:00,Films,8,The Tinder Swindler,N/A,3
12828,Brazil,BR,2022-02-20 00:00:00+00:00,Films,9,Parallel Mothers,N/A,1
12829,Brazil,BR,2022-02-20 00:00:00+00:00,Films,10,Dora and the Lost City of Gold,N/A,2
12830,Brazil,BR,2022-02-20 00:00:00+00:00,TV,1,Inventing Anna,Inventing Anna: Limited Series,2
12831,Brazil,BR,2022-02-20 00:00:00+00:00,TV,2,Carinha de Anjo,Carinha de Anjo: Season 1,20
12832,Brazil,BR,2022-02-20 00:00:00+00:00,TV,3,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,7
12833,Brazil,BR,2022-02-20 00:00:00+00:00,TV,4,Toy Boy,Toy Boy: Season 2,2
12834,Brazil,BR,2022-02-20 00:00:00+00:00,TV,5,All of Us Are Dead,All of Us Are Dead: Season 1,4
12835,Brazil,BR,2022-02-20 00:00:00+00:00,TV,6,Dark Desire,Dark Desire: Season 2,3
12836,Brazil,BR,2022-02-20 00:00:00+00:00,TV,7,Café con aroma de mujer,Café con aroma de mujer: Season 1,8
12837,Brazil,BR,2022-02-20 00:00:00+00:00,TV,8,Toy Boy,Toy Boy: Season 1,1
12838,Brazil,BR,2022-02-20 00:00:00+00:00,TV,9,One of Us Is Lying,One of Us Is Lying: Season 1,1
12839,Brazil,BR,2022-02-20 00:00:00+00:00,TV,10,"Devotion, a Story of Love and Desire","Devotion, a Story of Love and Desire: Season 1",1
12840,Brazil,BR,2022-02-13 00:00:00+00:00,Films,1,Through My Window,N/A,2
12841,Brazil,BR,2022-02-13 00:00:00+00:00,Films,2,The Tinder Swindler,N/A,2
12842,Brazil,BR,2022-02-13 00:00:00+00:00,Films,3,Tall Girl 2,N/A,1
12843,Brazil,BR,2022-02-13 00:00:00+00:00,Films,4,Dora and the Lost City of Gold,N/A,1
12844,Brazil,BR,2022-02-13 00:00:00+00:00,Films,5,Faster,N/A,2
12845,Brazil,BR,2022-02-13 00:00:00+00:00,Films,6,13 Hours: The Secret Soldiers of Benghazi,N/A,2
12846,Brazil,BR,2022-02-13 00:00:00+00:00,Films,7,The Privilege,N/A,1
12847,Brazil,BR,2022-02-13 00:00:00+00:00,Films,8,Into the Wind,N/A,1
12848,Brazil,BR,2022-02-13 00:00:00+00:00,Films,9,Luccas Neto in: The Magical Hotel 2,N/A,1
12849,Brazil,BR,2022-02-13 00:00:00+00:00,Films,10,Love Tactics,N/A,1
12850,Brazil,BR,2022-02-13 00:00:00+00:00,TV,1,All of Us Are Dead,All of Us Are Dead: Season 1,3
12851,Brazil,BR,2022-02-13 00:00:00+00:00,TV,2,Dark Desire,Dark Desire: Season 2,2
12852,Brazil,BR,2022-02-13 00:00:00+00:00,TV,3,Carinha de Anjo,Carinha de Anjo: Season 1,19
12853,Brazil,BR,2022-02-13 00:00:00+00:00,TV,4,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,6
12854,Brazil,BR,2022-02-13 00:00:00+00:00,TV,5,Café con aroma de mujer,Café con aroma de mujer: Season 1,7
12855,Brazil,BR,2022-02-13 00:00:00+00:00,TV,6,Sweet Magnolias,Sweet Magnolias: Season 2,1
12856,Brazil,BR,2022-02-13 00:00:00+00:00,TV,7,Inventing Anna,Inventing Anna: Limited Series,1
12857,Brazil,BR,2022-02-13 00:00:00+00:00,TV,8,Toy Boy,Toy Boy: Season 2,1
12858,Brazil,BR,2022-02-13 00:00:00+00:00,TV,9,Dark Desire,Dark Desire: Season 1,2
12859,Brazil,BR,2022-02-13 00:00:00+00:00,TV,10,As Aventuras de Poliana,As Aventuras de Poliana: Season 1,23
12860,Brazil,BR,2022-02-06 00:00:00+00:00,Films,1,Through My Window,N/A,1
12861,Brazil,BR,2022-02-06 00:00:00+00:00,Films,2,Faster,N/A,1
12862,Brazil,BR,2022-02-06 00:00:00+00:00,Films,3,Home Team,N/A,2
12863,Brazil,BR,2022-02-06 00:00:00+00:00,Films,4,The Tinder Swindler,N/A,1
12864,Brazil,BR,2022-02-06 00:00:00+00:00,Films,5,13 Hours: The Secret Soldiers of Benghazi,N/A,1
12865,Brazil,BR,2022-02-06 00:00:00+00:00,Films,6,My Best Friend Anne Frank,N/A,1
12866,Brazil,BR,2022-02-06 00:00:00+00:00,Films,7,THE CRAZIES,N/A,1
12867,Brazil,BR,2022-02-06 00:00:00+00:00,Films,8,RED 2,N/A,1
12868,Brazil,BR,2022-02-06 00:00:00+00:00,Films,9,Precious Cargo,N/A,1
12869,Brazil,BR,2022-02-06 00:00:00+00:00,Films,10,Believe Me: The Abduction of Lisa McVey,N/A,1
12870,Brazil,BR,2022-02-06 00:00:00+00:00,TV,1,All of Us Are Dead,All of Us Are Dead: Season 1,2
12871,Brazil,BR,2022-02-06 00:00:00+00:00,TV,2,Dark Desire,Dark Desire: Season 2,1
12872,Brazil,BR,2022-02-06 00:00:00+00:00,TV,3,Carinha de Anjo,Carinha de Anjo: Season 1,18
12873,Brazil,BR,2022-02-06 00:00:00+00:00,TV,4,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations: Season 1,2
12874,Brazil,BR,2022-02-06 00:00:00+00:00,TV,5,Café con aroma de mujer,Café con aroma de mujer: Season 1,6
12875,Brazil,BR,2022-02-06 00:00:00+00:00,TV,6,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,5
12876,Brazil,BR,2022-02-06 00:00:00+00:00,TV,7,In From the Cold,In From the Cold: Season 1,1
12877,Brazil,BR,2022-02-06 00:00:00+00:00,TV,8,Raising Dion,Raising Dion: Season 2,1
12878,Brazil,BR,2022-02-06 00:00:00+00:00,TV,9,Dark Desire,Dark Desire: Season 1,1
12879,Brazil,BR,2022-02-06 00:00:00+00:00,TV,10,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations: Season 2,1
12880,Brazil,BR,2022-01-30 00:00:00+00:00,Films,1,The Royal Treatment,N/A,2
12881,Brazil,BR,2022-01-30 00:00:00+00:00,Films,2,A Perfect Enemy,N/A,1
12882,Brazil,BR,2022-01-30 00:00:00+00:00,Films,3,My Father's Violin,N/A,1
12883,Brazil,BR,2022-01-30 00:00:00+00:00,Films,4,The Secret Life of Pets 2,N/A,3
12884,Brazil,BR,2022-01-30 00:00:00+00:00,Films,5,Home Team,N/A,1
12885,Brazil,BR,2022-01-30 00:00:00+00:00,Films,6,Hotel Transylvania 3: Summer Vacation,N/A,7
12886,Brazil,BR,2022-01-30 00:00:00+00:00,Films,7,The Possession of Hannah Grace,N/A,1
12887,Brazil,BR,2022-01-30 00:00:00+00:00,Films,8,Munich – The Edge of War,N/A,1
12888,Brazil,BR,2022-01-30 00:00:00+00:00,Films,9,أصحاب ...ولا أعزّ,N/A,1
12889,Brazil,BR,2022-01-30 00:00:00+00:00,Films,10,Hotel Transylvania 2,N/A,1
12890,Brazil,BR,2022-01-30 00:00:00+00:00,TV,1,Neymar: The Perfect Chaos,Neymar: The Perfect Chaos: Limited Series,1
12891,Brazil,BR,2022-01-30 00:00:00+00:00,TV,2,Café con aroma de mujer,Café con aroma de mujer: Season 1,5
12892,Brazil,BR,2022-01-30 00:00:00+00:00,TV,3,Carinha de Anjo,Carinha de Anjo: Season 1,17
12893,Brazil,BR,2022-01-30 00:00:00+00:00,TV,4,All of Us Are Dead,All of Us Are Dead: Season 1,1
12894,Brazil,BR,2022-01-30 00:00:00+00:00,TV,5,Cúmplices de um Resgate,Cúmplices de um Resgate: Season 1,4
12895,Brazil,BR,2022-01-30 00:00:00+00:00,TV,6,Riverdale,Riverdale: Season 5,2
12896,Brazil,BR,2022-01-30 00:00:00+00:00,TV,7,Summer Heat,Summer Heat: Season 1,2
12897,Brazil,BR,2022-01-30 00:00:00+00:00,TV,8,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations: Season 1,1
12898,Brazil,BR,2022-01-30 00:00:00+00:00,TV,9,The Sinner,The Sinner: Season 4: Percy,1
